CONM,year,mcap,revt,PERMNO,GVKEY,TIC,SIC,CIK
JANONE INC,2022,6.635031120946008,39.611,77202,24660.0,JAN,4953,862861.0
WISDOMTREE INVESTMENTS INC,2022,8.902290448196231,301.345,77217,24750.0,WETF,6282,880631.0
WIRELESS TELECOM GROUP INC,2022,7.586441352703314,22.367,77235,24610.0,WTT,3663,878828.0
PANHANDLE OIL & GAS INC,2022,8.15258738466748,53.495,77236,19433.0,PHX,1311,315131.0
ALLIED HEALTHCARE PRODS INC,2022,6.567459597080244,27.047,77259,24837.0,AHPI,3842,874710.0
GILEAD SCIENCES INC,2022,11.02960675297548,27281.0,77274,24856.0,GILD,2836,882095.0
SCOTTS MIRACLE-GRO CO,2022,9.430565916387986,3924.1,77300,20185.0,SMG,2870,825542.0
ROPER TECHNOLOGIES INC,2022,10.661093078555966,5371.8,77338,24925.0,ROP,3823,882835.0
SCHOLASTIC CORP,2022,9.111355124141305,1704.0,77354,9466.0,SCHL,2731,866729.0
SYNOPSYS INC,2022,10.687218739696911,5081.542,77357,24975.0,SNPS,7372,883241.0
CALLAWAY GOLF CO,2022,9.562381855960798,3995.7,77366,24978.0,ELY,3949,837465.0
FIRST FINANCIAL CORP/IN,2022,8.744571593416476,226.017,77379,18276.0,THFF,6020,714562.0
LINEAGE CELL THERAPEUTICS IN,2022,8.29857346663396,14.703,77393,24996.0,LCTX,2836,876343.0
N B T BANCORP INC,2022,9.269721719626586,539.648,77415,19094.0,NBTB,6020,790359.0
MICROBOT MEDICAL INC,2022,7.3756985389759375,0.0,77437,29293.0,MBOT,3845,883975.0
ICU MEDICAL INC,2022,9.57730996012972,2279.997,77447,25110.0,ICUI,3841,883984.0
JACK IN THE BOX INC,2022,9.15166271176609,1468.083,77453,13092.0,JACK,5812,807882.0
MACY'S INC,2022,9.748068796805825,25305.0,77462,4611.0,M,5311,794367.0
NORTHERN TECH INTL,2022,8.095732208920737,74.159,77488,19209.0,NTIC,2890,875582.0
MOHAWK INDUSTRIES INC,2022,9.81254207530788,11737.065,77496,25119.0,MHK,2273,851968.0
ASURE SOFTWARE INC,2022,8.276643204866843,95.828,77505,25138.0,ASUR,7370,884144.0
KOPIN CORP,2022,8.061362594956078,47.401,77515,25166.0,KOPN,3674,771266.0
TRUSTCO BANK CORP/NY,2022,8.854374162988428,205.862,77519,17245.0,TRST,6035,357301.0
AGCO CORP,2022,10.014772332190637,12651.4,77520,25180.0,AGCO,3523,880266.0
RENASANT CORP,2022,9.322895702521294,691.063,77526,25173.0,RNST,6020,715072.0
S & T BANCORP INC,2022,9.124836665411218,399.01,77528,19570.0,STBA,6020,719220.0
BUCKLE INC,2022,9.356345663305706,1345.187,77584,25234.0,BKE,5651,885245.0
ARCBEST CORP,2022,9.229681627345691,5324.052,77595,1743.0,ARCB,4213,894405.0
BOSTON SCIENTIFIC CORP,2022,10.821336826772926,12682.0,77605,25279.0,BSX,3845,885725.0
KOHL'S CORP,2022,9.44556077165379,18098.0,77606,25283.0,KSS,5311,885639.0
UNIVERSAL DISPLAY CORP,2022,9.712739816798766,616.619,77610,25274.0,OLED,3674,1005284.0
U S PHYSICAL THERAPY INC,2022,9.022656000610574,553.144,77629,25318.0,USPH,8000,885978.0
FRANKLIN COVEY CO,2022,8.812888427424118,262.841,77637,25331.0,FC,8200,886206.0
FIRST COMMONWLTH FINL CP/PA,2022,9.11543167199152,428.661,77643,18241.0,FCF,6020,712537.0
BED BATH & BEYOND INC,2022,8.469053179314615,5344.685,77659,25338.0,BBBY,5700,886158.0
CREDIT ACCEPTANCE CORP,2022,9.781893226728592,1832.4,77660,25339.0,CACC,6141,885550.0
D R HORTON INC,2022,10.4873223630562,33523.2,77661,25340.0,DHI,1531,882184.0
COLUMBIA BANKING SYSTEM INC,2022,9.374675770621169,745.625,77679,25376.0,COLB,6020,887343.0
FUELCELL ENERGY INC,2022,9.052274424006804,130.484,77699,25430.0,FCEL,3690,886128.0
STARBUCKS CORP,2022,11.056642671685225,32250.3,77702,25434.0,SBUX,5812,829224.0
TYSON FOODS INC  -CL A,2022,10.253254288935295,53282.0,77730,10793.0,TSN,2011,100493.0
CENTRAL GARDEN & PET CO,2022,8.624604344482867,3338.588,77780,25536.0,CENTA,5140,887733.0
ENCORE WIRE CORP,2022,9.397129449874052,3017.555,77785,25572.0,WIRE,3357,850460.0
STRATUS PROPERTIES INC,2022,8.187933358310415,37.498,77790,25462.0,STRS,7011,885508.0
FIRST UNITED CORP,2022,8.117227864035957,80.472,77889,18358.0,FUNC,6020,763907.0
CPI AEROSTRUCTURES INC,2022,7.597975851243886,83.336,77900,25726.0,CVU,3728,889348.0
CHEESECAKE FACTORY INC,2022,9.21232831433393,3303.156,77902,25737.0,CAKE,5812,887596.0
ASGN INC,2022,9.609151565951516,4581.1,77917,25749.0,ASGN,7363,890564.0
LITTELFUSE INC,2022,9.736567954983814,2513.897,77918,25747.0,LFUS,3613,889331.0
VERTEX ENERGY INC,2022,8.671309684106081,2791.715,78003,183704.0,VTNR,5172,890447.0
MINERALS TECHNOLOGIES INC,2022,9.294546464023812,2125.5,78015,25870.0,MTX,1400,891014.0
CONSUMER PORTFOLIO SVCS INC,2022,8.256999008448718,329.709,78018,25852.0,CPSS,6159,889609.0
PATTERSON COS INC,2022,9.434699179224197,6471.471,78034,25880.0,PDCO,5047,891024.0
RADIAN GROUP INC,2022,9.476319495122116,1190.726,78038,25895.0,RDN,6351,890926.0
UNIFI INC,2022,8.191143378088189,815.758,78044,10839.0,UFI,2200,100726.0
NAVIDEA BIOPHARMACEUTICALS,2022,6.832281487234435,0.066,78066,25924.0,NAVB,2835,810509.0
BIOLASE INC,2022,6.700586909097304,48.462,78071,23291.0,BIOL,3843,811240.0
KADANT INC,2022,9.316363826775564,904.739,78077,25922.0,KAI,3550,886346.0
LIGAND PHARMACEUTICAL INC,2022,9.05397178635219,196.245,78081,25937.0,LGND,2834,886163.0
GULF RESOURCES INC,2022,7.508326057812679,66.094,78091,25935.0,GURE,2810,885462.0
SM ENERGY CO,2022,9.63113769463292,3358.647,78170,26013.0,SM,1311,893538.0
PERMA-FIX ENVIRONMENTAL SVCS,2022,7.672441923086432,70.599,78189,25979.0,PESI,4955,891532.0
UNIVERSAL INSURANCE HLDGS,2022,8.509380869139425,1222.658,78211,26016.0,UVE,6331,891166.0
ULTRALIFE CORP,2022,7.794356274411679,131.84,78213,26045.0,ULBI,3690,875657.0
OPPENHEIMER HOLDINGS INC,2022,8.662717969171712,1110.941,78451,13453.0,OPY,6211,791963.0
3D SYSTEMS CORP,2022,8.98703975003954,538.031,78664,14898.0,DDD,3559,910638.0
UNITED FIRE GROUP INC,2022,8.838706165454735,980.286,78693,17252.0,UFCS,6331,101199.0
UNITED-GUARDIAN INC,2022,7.68089148952525,12.699,78749,10902.0,UG,2834,101295.0
ORTHOFIX MEDICAL INC,2022,8.616922559777109,460.713,78756,28380.0,OFIX,3841,884624.0
UMB FINANCIAL CORP,2022,9.605908423295768,1691.753,78829,10916.0,UMBF,6020,101382.0
MATCH GROUP INC,2022,9.566895139970011,3188.843,78840,26061.0,MTCH,7370,891103.0
VAALCO ENERGY INC,2022,8.693893953148702,354.326,78841,27199.0,EGY,1311,894627.0
CREE INC,2022,9.93326783372333,746.2,78875,27794.0,CREE,3674,895419.0
CRYOLIFE INC,2022,8.689120073182636,313.789,78876,27823.0,CRY,3842,784199.0
NATHAN'S FAMOUS INC,2022,8.438094058490659,130.785,78900,7696.0,NATH,2013,69733.0
PEOPLES BANCORP INC/OH,2022,8.901483114162607,348.142,78903,17106.0,PEBO,6020,318300.0
ROCKY BRANDS INC,2022,8.238916780977124,615.475,78908,27776.0,RCKY,3140,895456.0
UNIVERSAL ELECTRONICS INC,2022,8.422246749598015,542.751,78915,27828.0,UEIC,3651,101984.0
ALAMO GROUP INC,2022,9.229012282530292,1513.616,78950,27960.0,ALG,3523,897077.0
AVID TECHNOLOGY INC,2022,9.065904806026492,417.413,78955,27925.0,AVID,3861,896841.0
U S ANTIMONY CORP,2022,7.714271182213117,11.045,78960,10930.0,UAMY,3330,101538.0
CHICOS FAS INC,2022,8.789114780188134,2142.02,78963,27981.0,CHS,5621,897429.0
INTUIT INC,2022,11.038785537849822,12726.0,78975,27928.0,INTU,7372,896878.0
LANDSTAR SYSTEM INC,2022,9.767342011623318,7439.724,78981,21440.0,LSTR,4213,853816.0
MICROCHIP TECHNOLOGY INC,2022,10.58526201406858,8438.7,78987,27965.0,MCHP,3674,827054.0
SHOE CARNIVAL INC,2022,8.812605272472021,1262.235,79007,27938.0,SCVL,5661,895447.0
STOCK YARDS BANCORP INC,2022,9.279039185944416,336.432,79013,22717.0,SYBT,6020,835324.0
UNITED BANCORP INC/OH,2022,7.926849205098551,31.744,79019,27886.0,UBCP,6020,731653.0
BRICKELL BIOTECH INC,2022,6.655954372078779,6.943,79022,35632.0,BBI,2834,819050.0
CHURCHILL DOWNS INC,2022,9.898038191452626,1809.8,79026,3028.0,CHDN,7990,20212.0
SAGA COMMUNICATIONS  -CL A,2022,8.159166398759886,114.893,79033,27790.0,SGA,4832,886136.0
ETHAN ALLEN INTERIORS INC,2022,8.825859378109778,817.762,79037,23252.0,ETH,2510,896156.0
U S ENERGY CORP/WY,2022,7.760084567397347,44.552,79039,10938.0,USEG,1311,101594.0
NEW CONCEPT ENERGY INC,2022,6.747713145643514,0.212,79066,11372.0,GBR,1311,105744.0
BANCFIRST CORP/OK,2022,9.46224906626574,603.567,79072,28022.0,BANF,6020,760498.0
FOSSIL GROUP INC,2022,8.349108751353674,1682.439,79089,28118.0,FOSL,3873,883569.0
JABIL INC,2022,9.962955252014511,33478.0,79094,28195.0,JBL,3672,898293.0
O'REILLY AUTOMOTIVE INC,2022,10.721215252393495,14409.86,79103,28180.0,ORLY,5531,898173.0
SANMINA CORP,2022,9.518501305672824,7919.622,79108,28139.0,SANM,3672,897723.0
TRICO BANCSHARES,2022,9.23034638512109,418.551,79116,28155.0,TCBK,6020,356171.0
APTARGROUP INC,2022,9.856120471457894,3322.249,79133,28176.0,ATR,3089,896622.0
ANIKA THERAPEUTICS INC,2022,8.636387585813157,156.236,79150,28209.0,ANIK,2836,898437.0
GERMAN AMERICAN BANCORP INC,2022,9.041427782630388,278.059,79166,28278.0,GABC,6020,714395.0
TITAN INTERNATIONAL INC,2022,8.983522585245696,2169.38,79198,28295.0,TWI,3523,899751.0
REINSURANCE GROUP AMER INC,2022,9.977573964605511,15927.0,79210,28216.0,RGA,6311,898174.0
GENTHERM INC,2022,9.336010913838695,1204.656,79248,28408.0,THRM,3714,903129.0
BARRETT BUSINESS SVCS INC,2022,8.806808485955848,1054.326,79249,28410.0,BBSI,7363,902791.0
PAPA JOHNS INTERNATIONAL INC,2022,9.456232407798824,2102.103,79299,28397.0,PZZA,5812,901491.0
NORTECH SYSTEMS INC,2022,7.518049786464306,134.123,79322,3962.0,NSYS,3679,722313.0
ALLSTATE CORP,2022,10.55584961709434,51329.0,79323,28349.0,ALL,6331,899051.0
SCIENTIFIC GAMES CORP,2022,9.726939008339183,2512.0,79338,10991.0,SGMS,3570,750004.0
PREMIER FINANCIAL CORP,2022,8.982221136996234,339.872,79382,28620.0,PFC,6035,946647.0
TALOS ENERGY INC,2022,9.192824274557962,1651.98,79444,17228.0,TALO,1311,1724965.0
FULL HOUSE RESORTS INC,2022,8.412877270137677,163.281,79490,28749.0,FLL,7990,891482.0
WINMARK CORP,2022,8.911675149788154,81.411,79491,28785.0,WINA,6794,908315.0
INNODATA INC,2022,7.909854504108501,79.001,79499,28717.0,INOD,7374,903651.0
MONARCH CASINO & RESORT INC,2022,9.166766779132791,477.87,79507,28704.0,MCRI,7990,907242.0
BORGWARNER INC,2022,9.974267465840091,15801.0,79545,28742.0,BWA,3714,908255.0
META FINANCIAL GROUP INC,2022,9.084391636726483,556.003,79571,28866.0,CASH,6035,907471.0
UNIVERSAL SECURITY INSTRUMNT,2022,6.671671670683832,22.179,79573,11027.0,UUU,3669,102109.0
FUEL TECH INC,2022,7.586895476882744,26.941,79586,28819.0,FTEK,3569,846913.0
MOVADO GROUP INC,2022,8.70459531208759,751.898,79611,7951.0,MOV,3873,72573.0
RAVE RESTAURANT GROUP INC,2022,7.349536278223661,10.692,79618,3369.0,RAVE,6794,718332.0
UNIVERSAL HEALTH SVCS INC,2022,9.956124217142696,13399.37,79637,11032.0,UHS,8062,352915.0
BELDEN INC,2022,9.488233537533,2606.485,79668,28940.0,BDC,3670,913142.0
ACTIVISION BLIZZARD INC,2022,10.778382001387858,7528.0,79678,180405.0,ATVI,7372,718877.0
DECKERS OUTDOOR CORP,2022,10.023851731330645,3627.286,79686,29015.0,DECK,3100,910521.0
GARTNER INC,2022,10.424279217472789,5475.846,79698,12441.0,IT,8700,749251.0
PALATIN TECHNOLOGIES INC,2022,7.423348125957687,1.469,79702,29086.0,PTN,2836,911216.0
QCR HOLDINGS INC,2022,8.921037638792594,373.3,79731,28967.0,QCRH,6020,906465.0
RIVERVIEW BANCORP INC,2022,8.217718873456624,67.86,79734,29061.0,RVSB,6035,1041368.0
ATLANTIC UNION BANKSHRS CRP,2022,9.419192119553395,769.876,79747,19713.0,AUB,6020,883948.0
BOYD GAMING CORP,2022,9.75523198617848,3555.377,79758,29011.0,BYD,7990,906553.0
UTAH MEDICAL PRODUCTS INC,2022,8.561962960942992,52.301,79776,11051.0,UTMD,3845,706698.0
NVR INC,2022,10.168550689754916,10580.288,79785,12459.0,NVR,1531,906163.0
CENTURY CASINOS INC,2022,8.322205086867752,430.529,79791,29151.0,CNTY,7990,911147.0
FIRST FINL BANKSHARES INC,2022,9.68801716544684,564.519,79824,29101.0,FFIN,6020,36029.0
ITRON INC,2022,9.359583347681289,1795.564,79839,29133.0,ITRI,3824,780571.0
FORWARD AIR CORP,2022,9.44334033819858,1973.403,79841,29206.0,FWRD,4210,912728.0
OLD SECOND BANCORP INC/IL,2022,8.85436391148134,259.589,79851,19150.0,OSBC,6020,357173.0
PATTERSON-UTI ENERGY INC,2022,9.555876234279037,2647.592,79857,29108.0,PTEN,1381,889900.0
NEW YORK CMNTY BANCORP INC,2022,9.767732285847384,2180.0,79859,29282.0,NYCB,6036,910073.0
GIBRALTAR INDUSTRIES INC,2022,9.1510334037835,1389.966,79862,29131.0,ROCK,3310,912562.0
VSE CORP,2022,8.778773987325987,949.762,79864,11065.0,VSEC,8711,102752.0
SCHNITZER STEEL INDS  -CL A,2022,8.920440188224173,3485.815,79866,29217.0,SCHN,5093,912603.0
UFP INDUSTRIES INC,2022,9.688706868748348,9626.739,79878,29156.0,UFPI,2421,912767.0
VIAVI SOLUTIONS INC,2022,9.373785234139604,1292.4,79879,29241.0,VIAV,3576,912093.0
URBAN OUTFITTERS INC,2022,9.342106241258584,4795.244,79881,29150.0,URBN,5651,912615.0
WVS FINANCIAL CORP,2022,7.443370021988899,6.213,79885,29300.0,WVFC,6036,910679.0
HARTE HANKS INC,2022,7.937222260544042,206.278,79903,12545.0,HRTH,7331,45919.0
INCYTE CORP,2022,10.252635563386535,3394.635,79906,29127.0,INCY,2836,879169.0
M/I HOMES INC,2022,9.102663903068716,4131.393,79909,12615.0,MHO,1531,799292.0
MADDEN STEVEN LTD,2022,9.38994537058013,2122.009,80034,29382.0,SHOO,3140,913241.0
UFP TECHNOLOGIES INC,2022,8.951260747789334,353.792,80050,29449.0,UFPT,3086,914156.0
MEDIFAST INC,2022,9.100518541933786,1598.577,80054,29517.0,MED,2090,910329.0
ARROWHEAD PHARMACEUTICALS,2022,9.633977029618649,243.231,80069,28806.0,ARWR,2836,879407.0
VALLEY NATIONAL BANCORP,2022,9.757934003462376,2183.476,80072,11861.0,VLY,6020,714310.0
EASTMAN CHEMICAL CO,2022,9.989982818325432,10580.0,80080,29392.0,EMN,2821,915389.0
STEEL CONNECT INC,2022,7.938224124229633,203.272,80114,29621.0,STCN,7374,914712.0
VALMONT INDUSTRIES INC,2022,9.84844674187472,4345.25,80128,11094.0,VMI,3440,102729.0
HAIN CELESTIAL GROUP INC,2022,9.160408325987529,1891.793,80167,29609.0,HAIN,2000,910406.0
FEDERAL AGRICULTURE MTG CP,2022,7.994850782497598,755.019,80168,15153.0,AGM,6111,845877.0
VALUE LINE INC,2022,8.682024865806232,39.695,80179,11099.0,VALU,2741,717720.0
ALBEMARLE CORP,2022,10.404932867725645,7320.104,80191,29751.0,ALB,2810,915913.0
BEAZER HOMES USA INC,2022,8.602046658282704,2316.988,80193,29755.0,BZH,1531,915840.0
MARTIN MARIETTA MATERIALS,2022,10.321906806105307,6160.7,80204,29733.0,MLM,1400,916076.0
DAKTRONICS INC,2022,8.107935855919193,754.196,80233,29705.0,DAKT,3990,915779.0
SIGMATRON INTERNATIONAL INC,2022,7.36759145724048,414.436,80274,29698.0,SGMA,3672,915358.0
TRACTOR SUPPLY CO,2022,10.39450714562069,14204.717,80286,29736.0,TSCO,5200,916365.0
RGC RESOURCES INC,2022,8.336932996970923,84.165,80294,9171.0,RGCO,4924,1069533.0
BIOCRYST PHARMACEUTICALS INC,2022,9.33388253577977,270.827,80306,29837.0,BCRX,2836,882796.0
COPART INC,2022,10.462426555566111,3500.921,80320,29901.0,CPRT,5010,900075.0
LANDMARK BANCORP INC/KS,2022,8.071772278881747,56.926,80336,29946.0,LARK,6020,1141688.0
MOTORCAR PARTS OF AMER INC,2022,8.363918810513274,683.074,80341,29930.0,MPAA,3690,918251.0
NN INC,2022,7.818120277251104,498.738,80343,29894.0,NNBR,3562,918541.0
SCANSOURCE INC,2022,8.86953823518152,3529.935,80362,29910.0,SCSC,5045,918965.0
OLYMPIC STEEL INC,2022,8.572575856136739,2559.99,80375,29870.0,ZEUS,5051,917470.0
EAGLE MATERIALS INC,2022,9.689740152295697,2148.069,80415,30032.0,EXP,3270,918646.0
AMERN EAGLE OUTFITTERS INC,2022,9.417668909455646,4989.833,80432,30059.0,AEO,5600,919012.0
SOUTHERN MISSOURI BANCP INC,2022,8.626304503231712,137.933,80478,30055.0,SMBC,6036,916907.0
AMERIS BANCORP,2022,9.51455501209086,1178.255,80498,30222.0,ABCB,6020,351569.0
SYPRIS SOLUTIONS INC,2022,7.657255574735261,110.121,80534,30220.0,SYPR,3714,864240.0
NEKTAR THERAPEUTICS,2022,8.629558008663668,92.055,80539,30137.0,NKTR,2834,906709.0
PENN NATIONAL GAMING INC,2022,9.65717529611086,6401.7,80563,30259.0,PENN,7990,921738.0
SIMPSON MANUFACTURING INC,2022,9.5771169361751,2116.087,80575,30260.0,SSD,3420,920371.0
HMN FINANCIAL INC,2022,7.980569359001494,43.142,80633,30416.0,HMNF,6035,921183.0
GREENBRIER COS INC (THE),2022,9.041082247136451,2977.7,80719,30463.0,GBX,3743,923120.0
MATTHEWS INTL CORP  -CL A,2022,8.966603857815516,1762.403,80759,30477.0,MATW,2790,63296.0
ADTRAN INC,2022,9.165402908163054,1025.536,80791,30576.0,ADTN,3661,926282.0
AMEDISYS INC,2022,9.434018297652049,2232.504,80795,30612.0,AMED,8082,896262.0
ENERGY FOCUS INC,2022,6.49165859371286,5.968,80812,30614.0,EFOI,3640,924168.0
MILLER INDUSTRIES INC/TN,2022,8.483412146132373,848.456,80828,30558.0,MLR,3713,924822.0
PATRIOT NATIONAL BANCORP INC,2022,7.623549056918393,47.617,80837,30647.0,PNBK,6020,1098146.0
VILLAGE SUPER MARKET  -CL A,2022,8.376577887686548,2061.084,80857,11178.0,VLGEA,5411,103595.0
RELIANCE STEEL & ALUMINUM CO,2022,10.07486783789103,17025.0,80864,30671.0,RS,5051,861884.0
DAWSON GEOPHYSICAL CO,2022,7.690213451460363,37.48,80912,3806.0,DWSN,1382,799165.0
SIRIUS XM HOLDINGS INC,2022,10.35647407791614,9003.0,80924,30662.0,SIRI,4832,908937.0
CALLON PETROLEUM CO/DE,2022,9.358900992974048,3230.964,80926,15060.0,CPE,1311,928022.0
DARLING INGREDIENTS INC,2022,10.001359898240835,6532.204,80928,30651.0,DAR,2070,916540.0
TESSCO TECHNOLOGIES INC,2022,7.6542198728685475,452.065,80951,30714.0,TESS,5065,927355.0
WILLAMETTE VALLEY VINEYARDS,2022,7.471682568886371,33.934,80955,30666.0,WVVI,2084,838875.0
ASPEN TECHNOLOGY INC,2022,10.023671740112734,405.296,80957,30870.0,AZPN,7372,929940.0
CARVER BANCORP INC,2022,7.246906094567568,31.295,80960,30857.0,CARV,6035,1016178.0
COVENANT LOGISTICS GROUP INC,2022,8.588227501820125,1216.858,80969,30877.0,CVLG,4213,928658.0
US XPRESS ENTRPRS INC,2022,7.810322460076757,2161.17,81021,33598.0,USX,4210,923571.0
CAPITAL ONE FINANCIAL CORP,2022,10.550017137203762,38373.0,81055,30990.0,COF,6141,927628.0
MCKESSON CORP,2022,10.725825010969851,276711.0,81061,7171.0,MCK,5122,927653.0
AMERCO,2022,9.071957641568812,5864.691,81073,1393.0,UHAL,7510,4457.0
HUDSON TECHNOLOGIES INC,2022,8.661163654380317,325.225,81084,30899.0,HDSN,4955,925528.0
NORTHWEST BANCSHARES INC,2022,9.249410050650932,555.247,81095,30932.0,NWBI,6035,1471265.0
VEECO INSTRUMENTS INC,2022,8.98220011149492,646.137,81116,11124.0,VECO,3559,103145.0
EMERSON RADIO CORP,2022,7.047547378582595,7.177,81124,4322.0,MSN,3651,32621.0
MIND TECHNOLOGY INC,2022,6.802196181171977,35.091,81165,31214.0,MIND,3829,926423.0
CANTERBURY PARK HOLDING CORP,2022,8.184209010947004,66.824,81182,31099.0,CPHC,7990,1672909.0
UNVL STAINLESS & ALLOY PRODS,2022,7.812167734873004,202.114,81184,31170.0,USAP,3312,931584.0
INSIGHT ENTERPRISES INC,2022,9.53276487707504,10431.191,81220,31453.0,NSIT,5045,932696.0
RENT-A-CENTER INC,2022,9.098798971320464,4245.392,81222,31460.0,RCII,7350,933036.0
BROOKS AUTOMATION INC,2022,9.604261041549854,555.498,81241,31477.0,BRKS,3559,933974.0
STONEX GROUP INC,2022,9.292559373296562,66036.0,81254,31521.0,SNEX,6200,913760.0
STRATTEC SECURITY CORP,2022,7.906872727482506,452.265,81278,31567.0,STRT,3714,933034.0
ACI WORLDWIDE INC,2022,9.395428968826325,1421.901,81282,31564.0,ACIW,7370,935036.0
WD-40 CO,2022,9.340547543116152,518.82,81294,11234.0,WDFC,2890,105132.0
DOLLAR TREE INC,2022,10.49532595545974,28331.7,81481,31587.0,DLTR,5331,935703.0
NATIONAL INSTRUMENTS CORP,2022,9.684314237623758,1656.564,81501,31607.0,NATI,7372,935494.0
AMERISOURCEBERGEN CORP,2022,10.532517579973232,238587.006,81540,31673.0,ABC,5122,1140859.0
WASHINGTON FEDERAL INC,2022,9.341190578456745,733.382,81577,17145.0,WAFD,6020,936528.0
CBIZ INC,2022,9.376855336344931,1411.979,81584,31752.0,CBZ,8721,944148.0
TAITRON COMPONENTS  -CL A,2022,7.260412962250443,8.423,81588,31738.0,TAIT,5065,942126.0
MR COOPER GROUP INC,2022,9.443575254190597,2464.0,81593,13888.0,COOP,6162,933136.0
HARMONIC INC,2022,9.15815437295671,624.957,81621,31843.0,HLIT,3663,851310.0
IMAGE SENSING SYSTEMS INC,2022,7.4311372285569695,12.405,81624,31775.0,ISNS,6794,943034.0
DARDEN RESTAURANTS INC,2022,10.22865166625102,10487.8,81655,31846.0,DRI,5812,940944.0
SYSTEMAX INC,2022,8.95091380703949,1166.1,81665,60931.0,SYX,5090,945114.0
HAWAIIAN HOLDINGS INC,2022,8.72254118089002,2641.267,81666,60902.0,HA,4512,1172222.0
WABTEC CORP,2022,10.258930346482714,8362.0,81677,60979.0,WAB,3743,943452.0
LINCOLN ELECTRIC HLDGS INC,2022,9.920441222896802,3761.211,81678,6737.0,LECO,3540,59527.0
DISH NETWORK CORP,2022,9.613730476054752,16679.407,81696,60900.0,DISH,4841,1001082.0
NATURAL HEALTH TRENDS CORP,2022,7.593074296837353,49.134,81728,60911.0,NHTC,5122,912061.0
RESMED INC,2022,10.484124874846708,3578.127,81736,31887.0,RMD,3845,943819.0
SINCLAIR BROADCAST GP  -CL A,2022,8.851932193263298,3928.0,81740,60800.0,SBGI,4833,912752.0
SOCKET MOBILE INC,2022,7.13620354419084,21.238,81741,60801.0,SCKT,3663,944075.0
OBLONG INC,2022,6.5609697390635455,5.476,81761,36003.0,OBLG,7370,746210.0
FREEPORT-MCMORAN INC,2022,10.734915194231712,22798.0,81774,14590.0,FCX,1000,831259.0
GSE SYSTEMS INC,2022,7.208510150115553,47.734,81869,61077.0,GVP,7361,944480.0
WAYSIDE TECHNOLOGY GROUP INC,2022,8.149808059990916,304.348,81893,61028.0,WSTG,5045,945983.0
WESTAMERICA BANCORPORATION,2022,9.200887726034363,265.947,82107,14253.0,WABC,6020,311094.0
ADAMIS PHARMACEUTICALS CORP,2022,7.450026851307861,4.756,82163,182826.0,ADMP,2834,887247.0
AMCON DISTRIBUTING CO,2022,8.043719785111739,1543.698,82171,61122.0,DIT,5190,928465.0
INTEGRA LIFESCIENCES HOLDNGS,2022,9.671217268120094,1559.566,82179,61181.0,IART,3842,917520.0
KFORCE INC,2022,9.050729734678905,1710.765,82212,61179.0,KFRC,7363,930420.0
BALLANTYNE STRONG INC,2022,7.707667242839777,41.237,82234,61285.0,BTN,3861,946454.0
AUBURN NATIONAL BANCORP,2022,7.906167973335285,32.817,82251,61055.0,AUBN,6020,750574.0
MEDNAX INC,2022,9.091463019889794,1958.721,82272,61325.0,MD,8011,893949.0
SMITH MICRO SOFTWARE INC,2022,8.071940154708328,48.513,82281,61321.0,SMSI,7372,948708.0
HANOVER INSURANCE GROUP INC,2022,9.681737954387804,5468.6,82292,61408.0,THG,6331,944695.0
DAVITA INC,2022,9.82787094230732,11609.894,82307,61483.0,DVA,8090,927066.0
ERIE INDEMNITY CO,2022,10.0602492688313,2840.124,82486,61380.0,ERIE,6411,922621.0
MYRIAD GENETICS INC,2022,9.071223441678912,678.4,82508,61399.0,MYGN,2835,899923.0
POOL CORP,2022,10.072313524974865,6179.727,82515,61420.0,POOL,5090,945841.0
RCI HOSPITALITY HLDGS INC,2022,8.93457101275944,267.62,82518,61418.0,RICK,5810,935419.0
ACHIEVE LIFE SCIENCES INC,2022,7.641946322459616,0.0,82526,32271.0,ACHV,2834,949858.0
CHASE CORP,2022,8.913258681192275,325.66,82542,3203.0,CCF,2891,830524.0
ADVANCED ENERGY INDS INC,2022,9.506594266017652,1845.422,82547,61562.0,AEIS,3679,927003.0
OPKO HEALTH INC,2022,8.984893384028315,1004.196,82567,61490.0,OPK,8071,944809.0
FLUSHING FINANCIAL CORP,2022,8.756822320565501,326.635,82573,61585.0,FFIC,6020,923139.0
BANNER CORP,2022,9.33466698563986,640.02,82575,61487.0,BANR,6020,946673.0
HENRY SCHEIN INC,2022,10.022276028361889,12647.0,82581,61494.0,HSIC,5047,1000228.0
INTEVAC INC,2022,8.218261188154647,35.761,82587,61587.0,IVAC,3559,1001902.0
NETAPP INC,2022,10.115045061711491,6362.0,82598,61591.0,NTAP,3572,1002047.0
NORTHWEST PIPE CO,2022,8.524447922750854,457.665,82599,61635.0,NWPX,3317,1001385.0
MILESTONE SCIENTIFIC INC,2022,7.525065548964536,8.806,82621,61496.0,MLSS,3843,855683.0
BOSTON BEER INC  -CL A,2022,9.527630021717306,2090.334,82634,61581.0,SAM,2082,949870.0
IMPAC MORTGAGE HOLDINGS INC,2022,6.754018773867779,23.863,82639,61586.0,IMH,6162,1000298.0
LAUDER (ESTEE) COS INC -CL A,2022,10.75876356912608,17741.0,82642,61567.0,EL,2844,1001250.0
SCHWEITZER-MAUDUIT INTL INC,2022,9.060058655208612,2167.4,82649,61519.0,SWM,2621,1000623.0
